BSU00010	MBLCLPDI_00001	1.04e-136	49.558	452	396	64.60
BSU00020	MBLCLPDI_00002	6.09e-127	50.131	381	366	69.55
BSU00030	MBLCLPDI_00003	1.61e-21	63.636	55	75.9	76.36
BSU00040	MBLCLPDI_00004	2.31e-138	53.351	373	395	69.71
BSU00060	MBLCLPDI_00005	0.0	66.405	637	855	82.42
BSU00060	MBLCLPDI_00870	0.0	56.522	644	711	73.91
BSU00070	MBLCLPDI_00006	0.0	61.294	819	1041	80.34
BSU00070	MBLCLPDI_00871	4.25e-180	39.973	738	534	63.14
BSU00070	MBLCLPDI_00871	8.43e-10	26.108	203	58.2	46.80
BSU00090	MBLCLPDI_00122	5.67e-124	65.455	275	363	78.55
BSU00090	MBLCLPDI_00122	5.50e-36	69.318	88	133	85.23
BSU00090	MBLCLPDI_00073	2.28e-46	39.583	240	160	57.50
BSU00100	MBLCLPDI_02002	2.21e-59	32.368	380	196	53.68
BSU00100	MBLCLPDI_01699	1.09e-52	33.162	389	178	51.16
BSU00130	MBLCLPDI_00103	4.21e-172	56.355	417	485	74.34
BSU00130	MBLCLPDI_00778	4.07e-06	23.864	176	44.7	45.45
BSU00140	MBLCLPDI_01655	9.97e-34	35.122	205	116	55.12
BSU00140	MBLCLPDI_01425	1.27e-33	34.742	213	116	55.87
BSU00150	MBLCLPDI_01655	3.65e-21	28.571	210	83.6	49.05
BSU00150	MBLCLPDI_01425	2.67e-16	31.818	154	70.5	52.60
BSU00160	MBLCLPDI_02015	1.69e-12	36.036	111	64.7	49.55
BSU00160	MBLCLPDI_02015	6.03e-11	38.095	105	60.1	52.38
BSU00160	MBLCLPDI_02015	1.44e-07	33.654	104	49.3	49.04
BSU00160	MBLCLPDI_02015	1.62e-06	35.165	91	45.8	52.75
BSU00160	MBLCLPDI_00707	6.78e-07	31.148	122	47.0	49.18
BSU00160	MBLCLPDI_01976	8.15e-05	42.857	42	40.0	66.67
BSU00170	MBLCLPDI_00169	8.97e-11	26.404	178	54.3	44.94
BSU00180	MBLCLPDI_00354	1.35e-53	51.724	145	164	68.97
BSU00180	MBLCLPDI_00964	8.37e-16	34.177	158	69.3	50.63
