lp_0001	MBLCLPDI_00001	0.0	57.143	455	519	72.97
lp_0002	MBLCLPDI_00002	0.0	65.000	380	503	81.05
lp_0004	MBLCLPDI_00003	3.32e-28	66.154	65	92.8	78.46
lp_0005	MBLCLPDI_00004	0.0	66.398	372	511	79.57
lp_0006	MBLCLPDI_00005	0.0	76.507	647	994	87.94
lp_0006	MBLCLPDI_00870	0.0	52.656	640	651	71.72
lp_0007	MBLCLPDI_00006	0.0	74.365	827	1261	87.30
lp_0007	MBLCLPDI_00871	0.0	42.396	743	560	63.93
lp_0009	MBLCLPDI_00007	1.06e-49	72.340	94	149	85.11
lp_0010	MBLCLPDI_00008	7.37e-66	52.607	211	197	63.51
lp_0011	MBLCLPDI_00009	2.45e-51	96.154	78	151	97.44
lp_0012	MBLCLPDI_00010	0.0	57.658	666	842	79.13
lp_0012	MBLCLPDI_00581	5.20e-10	22.903	310	57.0	44.84
lp_0013	MBLCLPDI_00011	9.39e-76	68.667	150	218	84.67
lp_0014	MBLCLPDI_00012	0.0	67.245	461	625	81.13
lp_0015	MBLCLPDI_00013	7.18e-108	42.000	400	319	63.50
lp_0015	MBLCLPDI_02011	4.30e-79	33.165	395	245	57.72
lp_0016	MBLCLPDI_00376	6.07e-100	54.264	258	289	70.93
lp_0017	MBLCLPDI_00375	0.0	60.976	410	524	77.07
lp_0017	MBLCLPDI_00350	9.42e-08	22.785	158	50.1	46.20
lp_0021	MBLCLPDI_00238	1.64e-06	20.597	335	45.4	42.39
lp_0025	MBLCLPDI_01769	2.44e-55	28.967	542	193	43.36
lp_0025	MBLCLPDI_00088	4.40e-20	21.789	436	89.7	39.45
lp_0026	MBLCLPDI_00241	6.97e-12	22.711	273	59.7	40.66
lp_0026	MBLCLPDI_00455	2.18e-10	21.509	265	55.5	41.13
lp_0026	MBLCLPDI_00986	4.84e-08	24.460	278	48.5	42.45
lp_0026	MBLCLPDI_01058	1.20e-05	32.927	82	41.2	52.44
lp_0027	MBLCLPDI_00060	2.65e-91	59.193	223	263	73.99
lp_0027	MBLCLPDI_00134	1.12e-14	25.628	199	66.2	46.23
lp_0028	MBLCLPDI_00059	1.19e-51	22.166	785	190	42.55
lp_0031	MBLCLPDI_01662	1.64e-29	73.016	63	95.5	82.54
lp_0031	MBLCLPDI_00681	2.11e-11	39.062	64	49.7	59.38
lp_0036	MBLCLPDI_00021	1.66e-143	83.621	232	397	91.38
lp_0036	MBLCLPDI_01363	4.32e-59	43.290	231	182	62.77
lp_0036	MBLCLPDI_00458	1.40e-52	41.423	239	166	61.51
lp_0036	MBLCLPDI_00123	7.45e-51	41.485	229	161	67.25
lp_0036	MBLCLPDI_00063	4.32e-35	33.014	209	120	57.42
lp_0036	MBLCLPDI_01943	1.23e-29	29.694	229	106	51.97
lp_0036	MBLCLPDI_01727	1.14e-22	46.237	93	88.6	61.29
lp_0036	MBLCLPDI_00990	1.26e-08	31.724	145	49.7	51.03
lp_0037	MBLCLPDI_00022	0.0	67.381	607	847	85.34
lp_0037	MBLCLPDI_01362	5.46e-35	37.179	234	134	55.13
lp_0037	MBLCLPDI_00124	4.73e-33	27.660	235	126	54.89
lp_0037	MBLCLPDI_00459	1.18e-25	30.172	232	106	55.60
lp_0037	MBLCLPDI_00459	1.37e-06	23.958	96	47.0	57.29
lp_0037	MBLCLPDI_00064	2.03e-16	25.778	225	77.4	52.44
lp_0037	MBLCLPDI_01944	1.02e-09	26.009	223	56.2	46.64
lp_0038	MBLCLPDI_00023	9.25e-72	30.664	437	229	53.78
lp_0039	MBLCLPDI_00024	6.22e-55	34.767	279	175	56.99
lp_0041	MBLCLPDI_00025	4.03e-142	66.038	265	396	83.40
lp_0043	MBLCLPDI_00026	8.37e-135	57.254	386	389	73.32
lp_0045	MBLCLPDI_00029	1.81e-95	83.019	159	269	89.94
lp_0046	MBLCLPDI_01645	1.10e-05	32.836	67	40.0	53.73
lp_0046	MBLCLPDI_02062	5.24e-05	32.000	50	38.1	66.00
lp_0047	MBLCLPDI_00036	3.08e-19	21.166	463	85.9	40.39
lp_0050	MBLCLPDI_01558	2.14e-45	36.697	218	146	55.05
lp_0055	MBLCLPDI_00096	5.41e-49	44.444	180	167	65.00
lp_0055	MBLCLPDI_00097	2.76e-46	45.198	177	167	63.84
lp_0055	MBLCLPDI_01688	1.78e-23	27.893	484	100	42.77
lp_0055	MBLCLPDI_00212	1.15e-22	52.941	85	89.0	76.47
lp_0055	MBLCLPDI_01882	4.47e-07	24.022	179	48.1	44.69
lp_0055	MBLCLPDI_00031	4.77e-06	28.244	131	43.5	47.33
lp_0056	MBLCLPDI_01687	6.42e-180	51.702	470	508	75.11
lp_0057	MBLCLPDI_01686	2.38e-37	26.280	293	130	53.24
lp_0057	MBLCLPDI_01691	6.16e-34	23.958	288	121	49.31
lp_0057	MBLCLPDI_02073	2.72e-13	25.980	204	64.7	47.55
lp_0057	MBLCLPDI_01030	8.64e-11	26.733	202	57.4	47.03
lp_0057	MBLCLPDI_01734	4.04e-07	21.106	199	46.2	46.23
lp_0059	MBLCLPDI_00258	8.61e-05	33.333	72	36.2	47.22
lp_0060	MBLCLPDI_01601	1.74e-27	28.986	207	103	50.24
