stu0001	MBLCLPDI_00001	2.35e-121	43.545	457	357	63.46
stu0002	MBLCLPDI_00002	5.93e-104	42.632	380	308	65.26
stu0003	MBLCLPDI_00114	5.87e-18	50.000	62	66.2	62.90
stu0004	MBLCLPDI_00115	6.72e-179	68.194	371	497	83.56
stu0004	MBLCLPDI_00740	9.86e-18	39.423	104	80.1	55.77
stu0005	MBLCLPDI_00279	1.15e-54	48.387	186	168	67.74
stu0006	MBLCLPDI_00280	0.0	45.690	1160	1016	65.00
stu0006	MBLCLPDI_01294	4.63e-71	37.179	390	247	57.95
stu0006	MBLCLPDI_00414	1.10e-18	27.234	235	87.4	49.79
stu0006	MBLCLPDI_01305	3.09e-08	26.812	138	53.5	46.38
stu0006	MBLCLPDI_01305	1.72e-07	33.824	136	51.2	46.32
stu0006	MBLCLPDI_01541	1.02e-06	23.032	343	48.1	41.40
stu0006	MBLCLPDI_00393	3.94e-06	22.000	350	46.2	38.00
stu0006	MBLCLPDI_00582	6.70e-05	22.086	326	42.4	41.72
stu0007	MBLCLPDI_00281	9.81e-31	56.180	89	100	76.40
stu0010	MBLCLPDI_00284	1.67e-42	28.571	434	151	47.47
stu0011	MBLCLPDI_00285	3.02e-60	48.876	178	181	70.79
stu0011	MBLCLPDI_02089	9.51e-54	46.893	177	165	72.32
stu0012	MBLCLPDI_00286	0.0	60.656	671	723	74.66
stu0012	MBLCLPDI_00735	1.51e-05	35.135	74	43.5	56.76
stu0020	MBLCLPDI_00563	1.24e-42	32.963	270	143	55.19
stu0021	MBLCLPDI_00564	9.90e-06	27.660	94	40.0	52.13
stu0023	MBLCLPDI_00239	4.19e-158	66.454	313	441	85.94
stu0023	MBLCLPDI_00691	6.07e-121	53.185	314	347	73.25
stu0026	MBLCLPDI_00048	2.39e-128	47.423	388	371	66.75
stu0026	MBLCLPDI_00699	8.31e-127	46.094	384	367	67.45
stu0026	MBLCLPDI_00832	1.08e-124	45.361	388	362	68.56
stu0026	MBLCLPDI_01335	3.00e-121	43.928	387	353	64.34
stu0026	MBLCLPDI_00378	8.72e-49	30.000	380	166	47.89
stu0026	MBLCLPDI_00338	1.16e-29	28.529	333	114	48.65
stu0026	MBLCLPDI_02067	1.98e-29	28.235	340	114	48.24
stu0026	MBLCLPDI_01534	2.39e-23	24.857	350	96.3	42.86
stu0026	MBLCLPDI_02096	7.39e-14	25.079	315	68.6	45.71
stu0026	MBLCLPDI_02078	8.10e-13	23.499	383	65.1	39.16
stu0026	MBLCLPDI_01879	4.32e-08	25.556	180	50.4	46.67
stu0027	MBLCLPDI_00827	7.05e-63	39.676	247	194	59.51
stu0028	MBLCLPDI_01293	6.33e-123	54.030	335	353	71.04
stu0029	MBLCLPDI_01292	1.64e-08	29.114	79	43.5	56.96
stu0029	MBLCLPDI_01086	6.07e-06	30.488	82	36.6	62.20
stu0030	MBLCLPDI_00143	2.41e-86	53.448	232	252	70.26
stu0031	MBLCLPDI_00146	6.25e-30	25.688	654	123	42.20
stu0031	MBLCLPDI_00145	1.16e-20	27.500	240	88.2	45.00
stu0032	MBLCLPDI_00147	0.0	66.038	477	645	81.55
stu0032	MBLCLPDI_00451	3.73e-13	26.860	242	67.4	45.87
stu0032	MBLCLPDI_02103	9.90e-07	28.704	108	47.0	45.37
stu0033	MBLCLPDI_00148	4.67e-130	54.678	342	371	71.93
stu0034	MBLCLPDI_00149	4.55e-63	46.667	180	189	71.67
stu0035	MBLCLPDI_00150	0.0	60.506	514	640	76.65
stu0040	MBLCLPDI_00151	1.18e-122	44.869	419	358	63.72
stu0041	MBLCLPDI_00140	5.80e-63	56.688	157	187	74.52
stu0042	MBLCLPDI_00141	2.66e-113	50.296	338	331	67.46
stu0042	MBLCLPDI_01598	1.48e-20	25.078	319	87.8	43.89
stu0045	MBLCLPDI_00142	0.0	65.581	430	613	81.40
stu0045	MBLCLPDI_00820	3.17e-12	24.506	253	63.9	41.90
stu0045	MBLCLPDI_01689	1.07e-09	23.507	268	55.8	43.28
stu0046	MBLCLPDI_00263	3.10e-33	33.213	277	120	51.26
stu0046	MBLCLPDI_01929	1.54e-17	35.833	120	74.3	53.33
stu0046	MBLCLPDI_01172	1.37e-16	26.994	326	75.1	46.32
stu0046	MBLCLPDI_02082	1.48e-16	26.829	328	74.7	46.65
stu0046	MBLCLPDI_00874	1.67e-16	26.994	326	74.7	46.32
stu0046	MBLCLPDI_01880	2.18e-16	26.994	326	74.3	46.32
stu0046	MBLCLPDI_00166	2.18e-16	26.994	326	74.3	46.32
stu0046	MBLCLPDI_01122	2.54e-14	28.889	225	67.8	48.89
stu0046	MBLCLPDI_01127	7.76e-14	33.784	148	65.5	54.73
stu0046	MBLCLPDI_01741	6.40e-13	35.115	131	61.2	54.96
stu0046	MBLCLPDI_01768	6.08e-12	43.548	62	58.9	67.74
stu0046	MBLCLPDI_01495	8.50e-10	28.372	215	53.5	44.65
stu0046	MBLCLPDI_01930	1.38e-06	26.486	185	43.9	43.78
stu0046	MBLCLPDI_01507	2.12e-05	24.664	223	40.8	43.95
stu0047	MBLCLPDI_01405	0.0	52.737	548	598	70.80
stu0048	MBLCLPDI_00495	7.02e-24	36.567	134	86.7	58.21
stu0048	MBLCLPDI_01311	2.17e-17	29.861	144	70.1	52.08
stu0050	MBLCLPDI_00575	0.0	50.731	889	875	68.05
stu0050	MBLCLPDI_00588	2.70e-22	26.908	249	98.6	49.00
stu0054	MBLCLPDI_00576	0.0	46.142	674	605	64.69
stu0056	MBLCLPDI_00577	1.44e-58	45.226	199	179	68.84
stu0057	MBLCLPDI_01434	1.52e-45	39.623	159	144	66.67
stu0059	MBLCLPDI_00572	2.61e-98	41.784	426	296	56.81
stu0060	MBLCLPDI_00573	2.39e-169	66.667	342	473	82.46
stu0061	MBLCLPDI_00643	6.14e-45	47.727	132	139	72.73
stu0062	MBLCLPDI_00779	0.0	49.625	1465	1491	69.15
stu0062	MBLCLPDI_01003	2.53e-22	36.364	176	100	47.16
stu0062	MBLCLPDI_00838	5.86e-14	22.667	675	72.8	40.30
stu0062	MBLCLPDI_00443	3.72e-10	23.270	159	56.6	42.77
stu0064	MBLCLPDI_01785	4.56e-15	48.438	64	59.7	68.75
