MBLCLPDI_00001	dbj|BSU00010|	8.64e-143	49.558	452	412	64.60
MBLCLPDI_00001	dbj|BSU28980|	2.34e-05	30.000	70	42.7	58.57
MBLCLPDI_00002	dbj|BSU00020|	1.28e-126	50.131	381	366	69.55
MBLCLPDI_00003	dbj|BSU00030|	3.46e-21	63.636	55	75.9	76.36
MBLCLPDI_00004	dbj|BSU00040|	4.61e-134	53.351	373	385	69.71
MBLCLPDI_00005	dbj|BSU00060|	0.0	66.405	637	862	82.42
MBLCLPDI_00005	dbj|BSU18090|	0.0	52.433	637	632	69.23
MBLCLPDI_00006	dbj|BSU00070|	0.0	61.557	809	1059	80.47
MBLCLPDI_00006	dbj|BSU18100|	0.0	40.420	809	594	61.43
MBLCLPDI_00007	dbj|BSU40910|	9.50e-34	52.174	92	109	73.91
MBLCLPDI_00008	dbj|BSU40900|	5.91e-52	47.895	190	161	62.11
MBLCLPDI_00008	dbj|BSU36310|	8.89e-44	54.717	106	139	78.30
MBLCLPDI_00009	dbj|BSU40890|	4.41e-28	69.841	63	93.6	84.13
MBLCLPDI_00010	dbj|BSU40510|	0.0	43.164	651	555	66.97
MBLCLPDI_00011	dbj|BSU40500|	1.11e-50	54.362	149	155	75.17
MBLCLPDI_00012	dbj|BSU40440|	0.0	57.143	448	516	75.00
MBLCLPDI_00013	dbj|BSU30350|	4.96e-70	37.845	362	223	57.73
MBLCLPDI_00013	dbj|BSU23730|	3.18e-17	23.421	380	79.7	42.63
MBLCLPDI_00013	dbj|BSU10580|	3.39e-07	20.347	403	48.5	41.69
MBLCLPDI_00013	dbj|BSU16825|	4.50e-06	22.772	404	45.1	41.09
MBLCLPDI_00016	dbj|BSU21020|	2.97e-10	46.667	75	52.4	57.33
MBLCLPDI_00016	dbj|BSU04820|	8.53e-08	35.897	78	45.8	57.69
MBLCLPDI_00016	dbj|BSU26350|	1.48e-07	39.474	76	45.1	57.89
MBLCLPDI_00018	dbj|BSU32870|	3.06e-07	25.000	104	44.3	50.96
MBLCLPDI_00018	dbj|BSU40710|	6.90e-07	31.429	70	43.1	58.57
MBLCLPDI_00018	dbj|BSU36440|	2.19e-05	28.571	70	38.9	54.29
MBLCLPDI_00019	dbj|BSU34820|	5.95e-170	44.444	567	492	67.37
MBLCLPDI_00019	dbj|BSU37230|	6.32e-98	34.747	495	306	59.19
MBLCLPDI_00019	dbj|BSU08690|	3.32e-96	32.442	561	302	55.08
MBLCLPDI_00019	dbj|BSU14330|	3.08e-89	32.353	578	284	53.46
MBLCLPDI_00019	dbj|BSU08220|	1.79e-81	30.036	556	264	54.32
MBLCLPDI_00019	dbj|BSU14320|	5.64e-78	30.934	514	254	52.33
MBLCLPDI_00019	dbj|BSU08210|	9.40e-77	30.137	511	251	54.21
MBLCLPDI_00019	dbj|BSU09720|	1.79e-76	30.168	537	252	53.07
MBLCLPDI_00019	dbj|BSU09710|	1.13e-70	28.571	581	235	51.81
MBLCLPDI_00019	dbj|BSU38730|	9.57e-42	24.486	486	155	47.74
MBLCLPDI_00019	dbj|BSU38740|	1.27e-38	26.087	529	146	46.31
MBLCLPDI_00019	dbj|BSU21470|	5.52e-26	22.574	474	109	48.95
MBLCLPDI_00019	dbj|BSU33730|	5.56e-24	28.750	240	100	47.50
MBLCLPDI_00019	dbj|BSU23960|	5.97e-24	30.909	220	97.8	49.55
MBLCLPDI_00019	dbj|BSU33830|	2.36e-23	28.333	240	99.0	46.25
MBLCLPDI_00019	dbj|BSU24950|	4.66e-23	31.034	203	95.9	47.29
MBLCLPDI_00019	dbj|BSU12250|	7.83e-23	30.734	218	94.7	53.21
MBLCLPDI_00019	dbj|BSU35260|	1.59e-22	29.954	217	93.2	50.69
MBLCLPDI_00019	dbj|BSU02980|	1.68e-22	31.797	217	97.1	50.23
MBLCLPDI_00019	dbj|BSU24960|	1.82e-22	30.043	233	94.4	50.64
MBLCLPDI_00019	dbj|BSU30420|	1.15e-21	28.972	214	90.9	49.53
MBLCLPDI_00019	dbj|BSU33270|	6.47e-21	28.319	226	88.6	50.00
MBLCLPDI_00019	dbj|BSU32550|	1.29e-20	27.848	237	90.5	51.48
MBLCLPDI_00019	dbj|BSU38810|	2.29e-20	27.826	230	89.7	51.30
MBLCLPDI_00019	dbj|BSU39640|	4.14e-20	31.250	208	87.0	52.40
MBLCLPDI_00019	dbj|BSU34700|	8.32e-20	29.688	192	86.3	54.69
MBLCLPDI_00019	dbj|BSU39480|	9.22e-20	30.909	220	85.9	48.64
MBLCLPDI_00019	dbj|BSU08310|	2.00e-19	28.448	232	86.3	47.84
MBLCLPDI_00019	dbj|BSU01460|	2.01e-19	28.251	223	85.5	50.22
MBLCLPDI_00019	dbj|BSU32750|	3.51e-19	29.665	209	85.9	52.63
MBLCLPDI_00019	dbj|BSU27430|	6.00e-19	29.148	223	83.2	48.88
MBLCLPDI_00019	dbj|BSU14360|	8.29e-19	28.571	238	82.8	49.16
MBLCLPDI_00019	dbj|BSU30760|	8.30e-19	31.308	214	83.2	47.66
MBLCLPDI_00019	dbj|BSU03590|	2.45e-18	26.244	221	81.6	50.23
MBLCLPDI_00019	dbj|BSU03820|	4.17e-18	27.511	229	81.3	50.66
MBLCLPDI_00019	dbj|BSU30610|	1.21e-17	28.571	217	80.1	51.61
MBLCLPDI_00019	dbj|BSU34090|	1.58e-17	29.665	209	80.5	49.28
MBLCLPDI_00019	dbj|BSU29340|	3.14e-17	29.018	224	78.6	50.00
MBLCLPDI_00019	dbj|BSU01450|	8.43e-17	30.603	232	77.8	49.14
MBLCLPDI_00019	dbj|BSU02860|	9.09e-17	29.825	228	76.6	46.49
MBLCLPDI_00019	dbj|BSU13220|	2.09e-16	24.074	216	79.0	48.61
MBLCLPDI_00019	dbj|BSU13220|	4.77e-16	27.273	209	77.8	50.72
MBLCLPDI_00019	dbj|BSU38660|	3.37e-16	28.761	226	76.3	45.58
MBLCLPDI_00019	dbj|BSU30380|	4.79e-16	27.053	207	75.1	50.24
MBLCLPDI_00019	dbj|BSU03730|	2.33e-15	27.778	198	72.4	47.47
MBLCLPDI_00019	dbj|BSU11470|	2.65e-15	30.769	195	73.9	47.18
MBLCLPDI_00019	dbj|BSU11360|	9.53e-15	28.992	238	72.4	46.64
MBLCLPDI_00019	dbj|BSU11370|	1.03e-14	32.338	201	72.4	47.26
MBLCLPDI_00019	dbj|BSU01950|	1.40e-14	25.676	222	70.5	47.30
MBLCLPDI_00019	dbj|BSU04490|	2.13e-14	25.909	220	71.2	46.82
MBLCLPDI_00019	dbj|BSU09080|	1.69e-13	27.404	208	68.2	49.52
MBLCLPDI_00019	dbj|BSU13000|	2.85e-13	29.949	197	67.8	49.75
MBLCLPDI_00019	dbj|BSU02750|	3.00e-13	27.434	226	66.6	43.81
MBLCLPDI_00019	dbj|BSU08830|	3.23e-13	25.110	227	66.6	44.93
MBLCLPDI_00019	dbj|BSU33290|	3.86e-13	25.417	240	66.6	43.75
MBLCLPDI_00019	dbj|BSU07490|	4.23e-13	26.496	234	66.6	43.59
MBLCLPDI_00019	dbj|BSU15340|	4.93e-13	25.097	259	66.2	44.40
MBLCLPDI_00019	dbj|BSU10040|	3.74e-12	26.728	217	63.5	43.78
MBLCLPDI_00019	dbj|BSU30450|	3.89e-12	25.909	220	63.9	47.73
MBLCLPDI_00019	dbj|BSU02570|	5.89e-12	29.327	208	63.5	47.60
MBLCLPDI_00019	dbj|BSU40620|	1.66e-10	24.479	192	58.2	46.35
MBLCLPDI_00019	dbj|BSU35940|	2.69e-10	26.601	203	59.3	49.26
MBLCLPDI_00019	dbj|BSU35940|	3.13e-06	23.944	213	46.6	48.36
MBLCLPDI_00019	dbj|BSU05950|	5.87e-10	28.019	207	58.5	43.96
MBLCLPDI_00019	dbj|BSU05950|	1.10e-05	26.540	211	45.1	45.02
MBLCLPDI_00019	dbj|BSU12950|	1.35e-09	25.764	229	56.6	43.67
MBLCLPDI_00019	dbj|BSU32710|	1.46e-09	26.786	224	55.8	48.21
MBLCLPDI_00019	dbj|BSU11460|	1.75e-09	25.551	227	56.6	42.29
MBLCLPDI_00019	dbj|BSU32940|	1.93e-08	24.519	208	52.8	47.60
MBLCLPDI_00019	dbj|BSU31550|	2.48e-08	24.000	200	53.1	48.00
MBLCLPDI_00019	dbj|BSU31550|	1.24e-06	23.577	246	47.8	41.46
MBLCLPDI_00019	dbj|BSU07420|	3.55e-08	24.806	258	52.8	42.64
MBLCLPDI_00019	dbj|BSU07370|	8.41e-08	25.820	244	51.6	43.85
MBLCLPDI_00019	dbj|BSU07370|	5.65e-06	27.717	184	45.8	45.65
MBLCLPDI_00019	dbj|BSU35700|	7.76e-07	25.000	216	48.5	43.06
MBLCLPDI_00019	dbj|BSU33160|	1.44e-06	36.634	101	47.4	54.46
MBLCLPDI_00019	dbj|BSU14430|	1.90e-06	26.695	236	47.4	38.56
MBLCLPDI_00019	dbj|BSU09070|	2.60e-06	26.163	172	45.8	41.86
MBLCLPDI_00019	dbj|BSU40150|	4.21e-06	25.000	216	44.7	43.06
MBLCLPDI_00019	dbj|BSU30010|	4.85e-06	22.917	240	45.1	37.50
MBLCLPDI_00019	dbj|BSU05610|	7.49e-05	24.771	218	42.4	42.66
MBLCLPDI_00019	dbj|BSU09890|	8.25e-05	23.762	202	41.6	45.54
MBLCLPDI_00021	dbj|BSU40410|	5.44e-130	75.000	236	363	86.02
MBLCLPDI_00021	dbj|BSU29110|	1.71e-85	53.750	240	251	71.25
MBLCLPDI_00021	dbj|BSU03750|	4.59e-64	47.368	228	196	67.11
MBLCLPDI_00021	dbj|BSU02550|	1.27e-62	43.111	225	192	65.78
MBLCLPDI_00021	dbj|BSU23120|	9.72e-61	45.575	226	188	65.04
MBLCLPDI_00021	dbj|BSU33221|	2.94e-57	40.086	232	179	61.21
MBLCLPDI_00021	dbj|BSU13250|	3.04e-57	42.411	224	178	64.29
MBLCLPDI_00021	dbj|BSU26430|	2.14e-51	40.789	228	164	60.96
MBLCLPDI_00021	dbj|BSU33010|	1.11e-43	39.810	211	144	62.56
MBLCLPDI_00021	dbj|BSU34720|	5.38e-40	34.222	225	134	58.67
MBLCLPDI_00021	dbj|BSU39660|	1.94e-38	33.186	226	130	57.52
MBLCLPDI_00021	dbj|BSU30400|	4.43e-32	29.004	231	114	53.25
MBLCLPDI_00021	dbj|BSU02000|	2.36e-21	29.358	218	85.9	53.67
MBLCLPDI_00021	dbj|BSU37130|	8.79e-16	38.655	119	68.6	58.82
MBLCLPDI_00021	dbj|BSU16330|	1.38e-14	34.906	106	65.1	59.43
MBLCLPDI_00021	dbj|BSU05420|	3.21e-14	30.894	123	66.2	56.91
MBLCLPDI_00021	dbj|BSU24220|	6.73e-13	32.759	116	63.2	58.62
MBLCLPDI_00021	dbj|BSU16420|	1.27e-11	34.513	113	60.1	61.06
MBLCLPDI_00021	dbj|BSU04460|	1.63e-10	33.654	104	55.8	60.58
MBLCLPDI_00021	dbj|BSU28920|	2.28e-10	32.773	119	55.8	56.30
MBLCLPDI_00021	dbj|BSU17940|	9.53e-09	32.773	119	49.3	52.94
MBLCLPDI_00021	dbj|BSU31530|	1.36e-08	32.039	103	50.4	61.17
MBLCLPDI_00021	dbj|BSU35490|	4.11e-08	28.571	175	49.3	48.57
MBLCLPDI_00021	dbj|BSU06960|	4.78e-08	28.226	124	49.7	53.23
MBLCLPDI_00021	dbj|BSU09330|	2.00e-06	31.250	112	43.9	51.79
MBLCLPDI_00021	dbj|BSU38910|	3.61e-06	26.957	115	43.1	47.83
MBLCLPDI_00021	dbj|BSU33080|	1.90e-05	23.832	214	41.2	47.20
MBLCLPDI_00021	dbj|BSU08300|	2.47e-05	28.333	120	40.8	51.67
MBLCLPDI_00021	dbj|BSU02450|	4.56e-05	23.932	117	40.4	52.14
MBLCLPDI_00022	dbj|BSU40400|	3.42e-172	40.580	621	500	66.18
MBLCLPDI_00022	dbj|BSU23110|	7.38e-74	32.809	445	244	55.51
MBLCLPDI_00022	dbj|BSU29100|	9.13e-59	28.803	618	204	48.54
MBLCLPDI_00022	dbj|BSU03760|	2.42e-33	32.618	233	130	59.66
MBLCLPDI_00022	dbj|BSU03760|	1.14e-07	25.397	126	51.2	54.76
MBLCLPDI_00022	dbj|BSU13260|	1.11e-28	29.778	225	116	56.89
MBLCLPDI_00022	dbj|BSU02560|	8.90e-27	26.778	239	107	56.07
MBLCLPDI_00022	dbj|BSU13530|	6.65e-24	24.396	414	103	48.79
MBLCLPDI_00022	dbj|BSU13990|	2.33e-23	25.291	344	101	45.06
