MBLCLPDI_00001	stu0001	7.79e-126	43.545	457	368	63.46
MBLCLPDI_00002	stu0002	4.55e-104	42.632	380	308	65.26
MBLCLPDI_00003	stu2014	1.59e-13	53.571	56	56.6	62.50
MBLCLPDI_00004	stu2015	6.69e-111	46.277	376	324	66.22
MBLCLPDI_00005	stu1521	0.0	66.667	639	836	81.06
MBLCLPDI_00005	stu0588	0.0	51.017	639	635	68.70
MBLCLPDI_00006	stu1279	0.0	63.602	805	1053	80.50
MBLCLPDI_00006	stu0589	0.0	41.622	740	546	61.62
MBLCLPDI_00007	stu1754	1.36e-43	67.021	94	133	76.60
MBLCLPDI_00008	stu1753	2.07e-53	49.231	195	164	58.97
MBLCLPDI_00008	stu1845	7.75e-30	41.593	113	102	64.60
MBLCLPDI_00009	stu1752	3.57e-43	78.481	79	130	91.14
MBLCLPDI_00010	stu2001	4.07e-121	34.667	600	371	58.17
MBLCLPDI_00010	stu0748	3.57e-09	22.892	332	54.3	44.28
MBLCLPDI_00010	stu0372	4.62e-06	24.590	183	44.3	45.90
MBLCLPDI_00011	stu2000	2.28e-58	61.224	147	174	81.63
MBLCLPDI_00012	stu1999	0.0	57.616	453	533	76.16
MBLCLPDI_00013	stu0622	4.44e-06	20.960	396	43.9	41.67
MBLCLPDI_00016	stu0892	3.32e-06	30.682	88	41.6	52.27
MBLCLPDI_00018	stu0381	1.72e-05	29.412	68	38.1	48.53
MBLCLPDI_00018	stu0065	9.97e-05	29.851	67	35.4	50.75
MBLCLPDI_00019	stu0539	2.05e-86	33.470	487	275	54.83
MBLCLPDI_00019	stu1693	1.84e-81	31.301	492	262	56.30
MBLCLPDI_00019	stu0759	3.25e-77	33.264	478	251	52.93
MBLCLPDI_00019	stu0434	5.18e-72	29.468	526	237	50.95
MBLCLPDI_00019	stu0538	1.19e-66	26.538	569	223	52.90
MBLCLPDI_00019	stu0758	4.10e-61	27.766	479	207	53.24
MBLCLPDI_00019	stu1694	4.83e-57	26.556	482	197	51.04
MBLCLPDI_00019	stu1691	1.31e-53	26.679	551	189	48.09
MBLCLPDI_00019	stu0433	1.97e-53	28.253	538	187	48.51
MBLCLPDI_00019	stu1666	1.62e-25	31.905	210	100	50.95
MBLCLPDI_00019	stu1652	2.25e-24	30.962	239	97.8	49.37
MBLCLPDI_00019	stu1538	2.80e-23	30.435	230	97.4	53.04
MBLCLPDI_00019	stu0324	2.89e-23	26.518	313	99.0	47.28
MBLCLPDI_00019	stu0301	3.35e-23	29.536	237	97.1	52.32
MBLCLPDI_00019	stu2008	3.84e-23	28.099	242	95.1	50.41
MBLCLPDI_00019	stu0606	1.10e-22	31.050	219	92.8	50.23
MBLCLPDI_00019	stu1005	3.62e-22	30.348	201	91.7	50.75
MBLCLPDI_00019	stu1580	6.85e-22	31.797	217	90.9	49.31
MBLCLPDI_00019	stu1334	6.84e-21	28.780	205	87.8	52.68
MBLCLPDI_00019	stu2009	1.02e-20	29.437	231	88.2	50.22
MBLCLPDI_00019	stu1145	9.31e-20	31.278	227	84.0	51.10
MBLCLPDI_00019	stu1161	1.05e-19	29.825	228	84.7	49.56
MBLCLPDI_00019	stu1502	1.70e-18	28.959	221	80.9	47.96
MBLCLPDI_00019	stu1513	3.36e-18	24.084	382	83.2	43.72
MBLCLPDI_00019	stu1004	5.19e-18	27.928	222	79.7	49.10
MBLCLPDI_00019	stu0158	5.45e-18	30.085	236	79.3	52.97
MBLCLPDI_00019	stu0876	6.92e-18	32.850	207	78.2	48.31
MBLCLPDI_00019	stu0363	5.05e-17	29.508	244	76.3	47.13
MBLCLPDI_00019	stu1310	1.04e-16	24.583	240	75.9	46.67
MBLCLPDI_00019	stu0426	1.00e-15	30.899	178	75.5	48.88
MBLCLPDI_00019	stu1609	2.73e-15	28.216	241	71.2	47.72
MBLCLPDI_00019	stu1949	4.62e-15	22.337	291	73.2	47.42
MBLCLPDI_00019	stu0275	5.20e-15	40.206	97	67.8	59.79
MBLCLPDI_00019	stu0202	8.08e-15	26.180	233	70.5	48.93
MBLCLPDI_00019	stu0362	8.78e-15	25.893	224	70.1	46.88
MBLCLPDI_00019	stu1642	1.03e-14	26.104	249	70.1	42.97
MBLCLPDI_00019	stu1188	2.48e-13	26.556	241	65.9	46.47
MBLCLPDI_00019	stu1026	8.22e-13	30.108	186	64.3	45.70
MBLCLPDI_00019	stu1282	1.35e-12	27.170	265	65.5	43.02
MBLCLPDI_00019	stu0290	1.54e-12	24.766	214	63.2	48.13
MBLCLPDI_00019	stu1328	1.90e-12	25.616	203	63.5	46.80
MBLCLPDI_00019	stu1438	9.36e-12	26.939	245	61.6	45.31
MBLCLPDI_00019	stu0546	3.07e-11	25.000	244	60.1	43.85
MBLCLPDI_00019	stu0178	3.34e-11	28.829	222	60.1	42.79
MBLCLPDI_00019	stu0164	3.72e-11	26.201	229	59.3	51.09
MBLCLPDI_00019	stu0186	5.43e-11	28.293	205	58.5	42.93
MBLCLPDI_00019	stu0809	7.10e-11	23.333	240	60.1	47.08
MBLCLPDI_00019	stu0809	1.16e-08	25.225	222	52.8	46.85
MBLCLPDI_00019	stu1436	4.83e-10	22.275	211	55.5	44.08
MBLCLPDI_00019	stu1952	2.04e-08	23.423	222	52.0	43.24
MBLCLPDI_00019	stu1469	1.56e-07	22.566	226	48.9	42.04
MBLCLPDI_00019	stu1439	3.39e-07	23.874	222	47.8	40.54
MBLCLPDI_00019	stu2020	5.59e-07	23.645	203	47.8	43.84
MBLCLPDI_00019	stu1748	6.29e-06	31.092	119	44.3	47.06
MBLCLPDI_00019	stu1259	8.90e-05	51.429	35	40.4	71.43
MBLCLPDI_00021	stu1160	5.26e-123	69.658	234	345	83.76
MBLCLPDI_00021	stu0317	7.51e-58	43.966	232	179	63.79
MBLCLPDI_00021	stu1336	3.05e-40	32.301	226	134	57.52
MBLCLPDI_00021	stu0901	2.88e-35	32.159	227	120	53.30
MBLCLPDI_00021	stu0543	1.16e-05	31.579	76	40.4	60.53
MBLCLPDI_00021	stu1325	1.30e-05	32.231	121	40.0	49.59
MBLCLPDI_00022	stu1159	1.13e-128	49.658	439	382	68.11
MBLCLPDI_00022	stu0318	1.35e-26	28.794	257	109	48.64
MBLCLPDI_00022	stu0795	2.69e-25	31.513	238	100	54.62
MBLCLPDI_00022	stu0902	2.17e-10	24.710	259	58.5	46.72
MBLCLPDI_00022	stu1335	2.60e-10	24.895	237	57.8	47.68
MBLCLPDI_00025	stu1158	7.53e-111	55.431	267	317	72.66
MBLCLPDI_00025	stu1774	1.18e-07	26.974	152	47.8	44.08
MBLCLPDI_00026	stu2024	2.50e-99	50.000	356	298	69.38
MBLCLPDI_00028	stu1190	2.74e-91	44.136	324	271	62.04
MBLCLPDI_00028	stu0201	1.28e-54	35.294	289	184	57.09
MBLCLPDI_00029	stu2023	2.36e-70	62.893	159	206	77.99
MBLCLPDI_00032	stu1881	8.38e-17	35.115	131	72.4	50.38
MBLCLPDI_00033	stu0855	8.11e-43	34.932	292	144	50.34
MBLCLPDI_00035	stu1852	5.28e-23	27.536	207	90.5	54.11
MBLCLPDI_00036	stu1263	3.78e-46	30.622	418	162	46.89
MBLCLPDI_00038	stu1334	1.35e-52	38.636	220	166	63.64
MBLCLPDI_00038	stu1145	2.27e-52	41.250	240	165	57.92
MBLCLPDI_00038	stu1161	5.57e-48	39.556	225	154	60.44
MBLCLPDI_00038	stu0606	7.69e-44	38.393	224	143	58.93
MBLCLPDI_00038	stu0301	4.02e-42	32.159	227	142	59.47
MBLCLPDI_00038	stu0876	2.10e-39	36.406	217	131	59.45
MBLCLPDI_00038	stu1502	6.13e-38	34.978	223	128	57.40
MBLCLPDI_00038	stu1538	3.62e-37	36.937	222	129	54.05
MBLCLPDI_00038	stu1652	7.59e-36	35.268	224	123	57.59
MBLCLPDI_00038	stu1666	1.41e-34	34.545	220	119	51.36
MBLCLPDI_00038	stu2009	7.33e-34	32.468	231	118	54.11
MBLCLPDI_00038	stu1580	7.48e-34	32.609	230	118	56.09
MBLCLPDI_00038	stu0202	1.98e-32	32.500	240	114	56.67
MBLCLPDI_00038	stu0178	1.35e-31	32.536	209	113	55.02
MBLCLPDI_00038	stu1438	2.29e-30	30.213	235	110	51.49
MBLCLPDI_00038	stu2008	2.64e-28	35.961	203	104	54.68
MBLCLPDI_00038	stu0158	2.72e-28	35.426	223	103	56.50
MBLCLPDI_00038	stu1310	1.08e-25	30.088	226	96.7	51.77
MBLCLPDI_00038	stu1439	3.49e-25	30.047	213	97.4	54.46
MBLCLPDI_00038	stu0362	4.18e-25	27.083	240	95.1	51.67
MBLCLPDI_00038	stu0539	4.89e-22	30.876	217	89.7	50.23
MBLCLPDI_00038	stu0809	1.81e-20	29.911	224	85.1	51.79
MBLCLPDI_00038	stu0809	8.22e-12	25.352	213	59.7	47.89
MBLCLPDI_00038	stu1609	2.13e-20	29.596	223	82.4	46.19
MBLCLPDI_00038	stu0290	3.99e-20	26.991	226	81.6	48.67
MBLCLPDI_00038	stu1691	1.24e-19	31.441	229	82.8	49.78
MBLCLPDI_00038	stu1693	1.38e-19	26.087	253	82.4	43.48
MBLCLPDI_00038	stu0186	1.75e-19	29.108	213	79.7	46.48
MBLCLPDI_00038	stu0759	3.82e-19	32.075	212	81.3	50.47
MBLCLPDI_00038	stu1694	7.17e-19	28.986	207	80.5	54.59
MBLCLPDI_00038	stu0363	1.43e-18	24.686	239	77.4	52.30
MBLCLPDI_00038	stu0758	2.64e-18	29.864	221	79.0	48.87
MBLCLPDI_00038	stu1005	4.07e-18	28.326	233	76.3	50.21
MBLCLPDI_00038	stu1188	4.46e-18	29.302	215	76.3	51.16
MBLCLPDI_00038	stu1004	1.32e-17	28.972	214	75.1	51.87
MBLCLPDI_00038	stu0546	4.01e-17	27.861	201	74.3	53.23
MBLCLPDI_00038	stu0538	1.73e-16	27.727	220	73.6	45.00
MBLCLPDI_00038	stu1513	5.12e-16	29.515	227	72.0	49.34
MBLCLPDI_00038	stu1952	8.54e-16	29.714	175	71.2	51.43
MBLCLPDI_00038	stu0433	1.49e-15	25.306	245	70.9	47.76
MBLCLPDI_00038	stu1469	2.20e-15	31.731	208	70.1	46.63
MBLCLPDI_00038	stu0434	4.61e-15	27.273	231	69.3	45.45
MBLCLPDI_00038	stu1026	2.85e-13	26.106	226	62.8	49.56
MBLCLPDI_00038	stu1949	1.68e-12	29.464	224	61.6	47.32
MBLCLPDI_00038	stu1328	1.10e-11	24.880	209	58.5	45.45
MBLCLPDI_00038	stu0275	1.25e-11	33.333	93	56.2	55.91
MBLCLPDI_00038	stu1642	2.25e-11	25.541	231	57.4	49.35
MBLCLPDI_00038	stu1259	2.74e-10	26.201	229	55.1	46.72
MBLCLPDI_00038	stu1259	8.74e-07	24.590	183	44.7	47.54
MBLCLPDI_00038	stu2020	2.73e-09	23.707	232	52.0	44.83
MBLCLPDI_00038	stu0426	1.41e-08	24.752	202	50.1	44.55
MBLCLPDI_00038	stu0426	4.66e-05	25.248	202	39.3	45.54
MBLCLPDI_00038	stu1282	6.39e-08	22.727	220	48.1	40.91
MBLCLPDI_00038	stu1282	1.74e-06	23.784	185	43.5	40.00
MBLCLPDI_00038	stu1436	2.73e-07	22.886	201	45.4	41.79
MBLCLPDI_00038	stu0164	8.78e-07	25.000	192	43.9	47.40
MBLCLPDI_00038	stu0324	1.46e-05	25.258	194	40.8	44.85
MBLCLPDI_00038	stu1748	3.89e-05	27.619	105	39.7	50.48
MBLCLPDI_00038	stu0274	5.85e-05	42.857	42	37.4	66.67
MBLCLPDI_00047	stu1527	3.40e-15	26.407	231	71.2	44.59
MBLCLPDI_00048	stu0026	6.59e-130	47.423	388	375	66.75
MBLCLPDI_00048	stu0817	1.63e-68	36.585	369	217	60.98
MBLCLPDI_00048	stu1636	4.22e-37	27.824	363	134	48.76
MBLCLPDI_00048	stu0463	5.90e-36	27.415	383	131	46.21
MBLCLPDI_00048	stu0353	2.61e-20	22.667	375	87.4	44.80
MBLCLPDI_00048	stu1493	2.20e-15	25.161	310	72.4	41.94
MBLCLPDI_00050	stu1614	0.0	74.352	694	1055	88.33
