lp_0001	MBLCLPDI_00001	0.0	57.143	455	519	72.97	100
lp_0001	MBLCLPDI_01377	3.11e-04	30.769	78	38.5	52.56	17
lp_0001	MBLCLPDI_01510	4.73e-04	23.762	101	37.4	40.59	22
lp_0001	MBLCLPDI_01174	5.28e-04	25.490	102	37.4	44.12	22
lp_0001	MBLCLPDI_01565	0.19	42.424	33	29.3	60.61	7
lp_0001	MBLCLPDI_01787	0.73	34.483	29	27.7	58.62	6
lp_0001	MBLCLPDI_01042	0.76	55.000	20	28.1	70.00	4
lp_0002	MBLCLPDI_00002	0.0	65.000	380	503	81.05	100
lp_0002	MBLCLPDI_01646	0.10	22.124	113	30.4	43.36	28
lp_0004	MBLCLPDI_00003	3.32e-28	66.154	65	92.8	78.46	84
lp_0004	MBLCLPDI_00281	0.019	31.373	51	27.7	50.98	66
lp_0004	MBLCLPDI_00459	0.80	47.368	19	23.5	68.42	25
lp_0005	MBLCLPDI_00004	0.0	66.398	372	511	79.57	99
lp_0005	MBLCLPDI_01290	2.51e-04	35.000	60	38.9	58.33	16
lp_0005	MBLCLPDI_01177	7.24e-04	38.636	44	37.0	68.18	11
lp_0005	MBLCLPDI_01310	0.017	28.750	80	32.7	48.75	21
lp_0005	MBLCLPDI_01120	0.13	36.735	49	29.6	59.18	12
lp_0005	MBLCLPDI_01308	0.89	33.333	39	26.9	51.28	10
lp_0006	MBLCLPDI_00005	0.0	76.507	647	994	87.94	99
lp_0006	MBLCLPDI_00870	0.0	52.656	640	651	71.72	97
lp_0007	MBLCLPDI_00006	0.0	74.365	827	1261	87.30	97
lp_0007	MBLCLPDI_00871	0.0	42.396	743	560	63.93	86
lp_0009	MBLCLPDI_00007	1.06e-49	72.340	94	149	85.11	95
lp_0010	MBLCLPDI_00008	7.37e-66	52.607	211	197	63.51	100
lp_0010	MBLCLPDI_00784	0.091	22.936	109	29.3	44.95	51
lp_0011	MBLCLPDI_00009	2.45e-51	96.154	78	151	97.44	100
lp_0011	MBLCLPDI_01300	0.97	34.091	44	23.5	54.55	54
lp_0012	MBLCLPDI_00010	0.0	57.658	666	842	79.13	99
lp_0012	MBLCLPDI_00581	5.20e-10	22.903	310	57.0	44.84	45
lp_0012	MBLCLPDI_00873	1.35e-05	25.301	166	43.1	43.98	24
lp_0012	MBLCLPDI_00922	0.62	24.167	120	28.9	44.17	16
lp_0013	MBLCLPDI_00011	9.39e-76	68.667	150	218	84.67	100
lp_0014	MBLCLPDI_00012	0.0	67.245	461	625	81.13	97
lp_0014	MBLCLPDI_00933	0.46	34.694	49	28.9	51.02	10
lp_0015	MBLCLPDI_00013	7.18e-108	42.000	400	319	63.50	96
lp_0015	MBLCLPDI_02011	4.30e-79	33.165	395	245	57.72	95
lp_0015	MBLCLPDI_01206	0.002	23.488	281	35.4	41.99	66
lp_0015	MBLCLPDI_01436	0.010	24.194	62	33.5	56.45	15
lp_0015	MBLCLPDI_00306	0.057	22.472	89	31.2	46.07	49
lp_0015	MBLCLPDI_00306	0.81	29.060	117	27.7	44.44	49
lp_0015	MBLCLPDI_00529	0.079	26.168	107	30.8	46.73	25
lp_0015	MBLCLPDI_01676	0.15	22.093	86	30.0	48.84	36
lp_0015	MBLCLPDI_01676	0.44	28.571	63	28.5	49.21	36
lp_0015	MBLCLPDI_00081	0.21	32.653	49	29.3	57.14	12
lp_0015	MBLCLPDI_00391	0.58	25.373	67	28.1	46.27	32
lp_0015	MBLCLPDI_00391	0.85	26.984	63	27.3	52.38	32
lp_0015	MBLCLPDI_01683	0.76	26.190	126	27.7	43.65	30
lp_0015	MBLCLPDI_00058	0.89	23.333	240	27.3	41.25	52
lp_0015	MBLCLPDI_01455	0.93	28.358	67	27.3	44.78	16
lp_0016	MBLCLPDI_00376	6.07e-100	54.264	258	289	70.93	97
lp_0016	MBLCLPDI_01595	0.24	27.586	58	28.5	51.72	22
lp_0016	MBLCLPDI_00771	0.26	28.302	53	28.1	49.06	20
lp_0016	MBLCLPDI_00693	0.47	27.778	54	27.3	46.30	20
lp_0017	MBLCLPDI_00375	0.0	60.976	410	524	77.07	99
