b0002	MBLCLPDI_00693	9.04e-41	25.532	470	152	44.89	56
b0002	MBLCLPDI_00771	3.22e-04	30.233	86	38.9	48.84	10
b0002	MBLCLPDI_00376	0.098	30.233	43	31.2	58.14	5
b0002	MBLCLPDI_00469	0.15	35.938	64	30.8	53.12	7
b0002	MBLCLPDI_01318	0.41	23.232	99	28.5	51.52	11
b0003	MBLCLPDI_00233	1.44e-11	25.882	255	59.7	41.96	82
b0003	MBLCLPDI_01000	0.36	30.357	56	28.1	44.64	18
b0003	MBLCLPDI_01846	0.76	31.707	41	27.3	56.10	12
b0004	MBLCLPDI_00438	0.97	30.556	72	26.9	43.06	17
b0006	MBLCLPDI_00543	6.37e-41	36.576	257	137	54.47	98
b0006	MBLCLPDI_00559	0.26	25.556	90	28.1	45.56	35
b0008	MBLCLPDI_01007	0.44	31.646	79	28.1	48.10	23
b0009	MBLCLPDI_01105	5.03e-11	33.333	102	55.1	51.96	51
b0009	MBLCLPDI_00551	0.43	43.750	32	26.9	53.12	16
b0009	MBLCLPDI_01352	0.59	24.545	110	26.6	36.36	56
b0011	MBLCLPDI_01160	0.33	35.849	53	27.7	47.17	22
b0011	MBLCLPDI_01680	0.39	50.000	24	27.7	75.00	10
b0011	MBLCLPDI_01922	0.74	28.571	84	26.6	48.81	34
b0014	MBLCLPDI_00791	0.0	55.705	596	641	73.32	93
b0014	MBLCLPDI_00562	9.15e-07	25.197	254	47.0	46.85	38
b0014	MBLCLPDI_00520	5.42e-06	25.704	284	44.7	40.85	44
b0014	MBLCLPDI_01907	5.72e-05	31.731	104	41.2	45.19	15
b0015	MBLCLPDI_00792	4.13e-105	46.429	392	311	60.20	99
b0015	MBLCLPDI_01042	0.005	51.724	29	34.7	62.07	7
b0018	MBLCLPDI_01719	0.84	40.000	25	23.1	52.00	36
b0020	MBLCLPDI_01030	3.90e-07	31.250	96	46.2	54.17	32
b0020	MBLCLPDI_02073	8.66e-05	26.087	115	39.3	47.83	38
b0020	MBLCLPDI_01734	1.43e-04	27.957	93	38.5	49.46	30
b0020	MBLCLPDI_02064	0.17	24.615	65	28.9	53.85	22
b0020	MBLCLPDI_00233	0.24	41.667	36	28.5	58.33	12
b0020	MBLCLPDI_01686	0.26	25.749	167	28.5	44.91	53
b0020	MBLCLPDI_00127	0.29	29.412	68	28.1	54.41	22
b0020	MBLCLPDI_00867	0.52	34.545	55	27.7	47.27	18
